Id,Locale,Question,Categories,Question type,Answer type,Selector type,vertical_options subtypes,two_horizontal_options subtypes,A,B,C,D
849,RU,Что больше всего повлияло на становление твоего характера?,Priorities,message,message,vertical_options,regular,,Обстоятельства моего взросления,Частые путешествия,"Книги, беседы с мудрыми людьми",Непонимание родителей
,EN,What most affected the formation of your character?,Priorities,message,message,vertical_options,regular,,The circumstances of my growing up,Frequent travel,"Books, conversations with wise people",Misunderstanding of parents
850,RU,"Ты раздражаешься, если окружающие не следуют твоим советам?",Priorities,message,message,vertical_options,regular,,У каждого свой взгляд на жизнь и своя голова на плечах,"Да, но я не могу заставлять людей делать все по-моему","Да, потому что чаще всего мои суждения верны",
,EN,Are you annoyed if others don’t follow your advice?,Priorities,message,message,vertical_options,regular,,Everyone has their own outlook on life ,"Yes, but I can't make people do everything in my opinion","Yes, because most often I'm right",
851,RU,Ты возвращаешься домой после долгого рабочего дня. Что сделаешь в первую очередь?,Priorities,message,message,vertical_options,regular,,Помою руки после общественного транспорта,Наведу порядок дома,"Напишу друзьям узнать, у кого какие планы на вечер",Лягу отдыхать
,EN,You come home after a long day at work. What will you do first?,Priorities,message,message,vertical_options,regular,,Wash my hands after public transport,Put things in order,Write to friends to know about their plans ,Lie down to rest
852,RU,В каком стиле был бы построен дом твоей мечты?,Interests,message,message,vertical_options,regular,,Величавая классика,Ажурная готика,Минималистичный модернизм,Всё максимально просто и практично
,EN,What style would your dream home be built in?,Interests,message,message,vertical_options,regular,,Majestic classic,Openwork Gothic,Minimalistic modernism,The most simple and practical
853,RU,Какая из этих привычек кажется тебе наименее вредной?,Priorities,message,message,vertical_options,regular,,Любовь к сплетням,Лень,Курение,Хвастовство
,EN,Which of these habits seems the least harmful to you?,Priorities,message,message,vertical_options,regular,,Love for gossip,Laziness,Smoking,Boasting
854,RU,Тебе часто бывает страшно?,Priorities,message,message,vertical_options,regular,,"Да, признаюсь, многие вещи пугают меня",Зависит от ситуации,"Нет, страх не про меня",
,EN,Are you often scared?,Priorities,message,message,vertical_options,regular,,"Yes, many things scare me",Depends on the situation,"No, fear is not about me",
855,RU,Что ты умеешь делать лучше других?,Priorities,message,message,vertical_options,regular,,Не заморачиваться из-за ерунды,Слушать и чувствовать,Смотреть сны,Затрудняюсь ответить
,EN,What can you do better than others?,Priorities,message,message,vertical_options,regular,,don’t bother due to nonsense,Listen and feel,Watch Dreams,Difficult to answer
856,RU,На какие места ты предпочитаешь брать билеты на концерт?,Priorities,message,message,vertical_options,regular,,В фан-зону или танцпартер,На сидячие места где-нибудь посередине,"Поближе к выходу, чтобы уйти в любой момент",Не имеет значения
,EN,Which seats do you prefer to buy concert tickets for?,Priorities,message,message,vertical_options,regular,,To the fan zone or dance floor,To seats somewhere in the middle,Closer to the exit to leave at any time,Irrelevant
857,RU,Что думаешь про диеты?,Priorities,message,message,vertical_options,regular,,Некоторые диеты очень эффективные,Хорошо отношусь к ним,Это отличный способ заработать РПП,Затрудняюсь ответить
,EN,What do you think about diets?,Priorities,message,message,vertical_options,regular,,Some diets are very effective,I treat them well,This is a great way to earn Eating Disorders,Difficult to answer
858,RU,Делать что-то через боль - это про тебя?,Priorities,message,message,vertical_options,regular,,"Нет, я не практикую мазохизм","Боль — норма жизни, надо уметь терпеть!",Иногда приходится потерпеть,
,EN,Doing something through pain is your story?,Priorities,message,message,vertical_options,regular,,"No, I don’t practice masochism","Pain is the norm of life, you must be able to endure!",Sometimes you have to endure,
859,RU,"Ходишь на процедуры — спа, массаж и тому подобное?",Interests,message,message,vertical_options,regular,,"Регулярно, это же так приятно!",Редко,Нет,
,EN,"Do you go to spas, massages and the like?",Interests,message,message,vertical_options,regular,,"Regularly, it's so nice!",Rarely,No,
860,RU,Ты эмпатичный человек?,Priorities,message,message,vertical_options,regular,,"Да, я всегда чувствую настроение других","Нет, не могу так сказать о себе",Затрудняюсь ответить,
,EN,Are you an empathic person?,Priorities,message,message,vertical_options,regular,,"Yes, I always feel the mood of others","No, I can't say this about myself",Difficult to answer,
861,RU,Какой совет чаще всего тебе дают окружающие?,Priorities,message,message,vertical_options,regular,,"""Перестань беспокоиться""","""Будь менее самокритичным""","""Хватит все анализировать""","""Не нужно сомневаться в себе"""
,EN,What advice do people most often give you?,Priorities,message,message,vertical_options,regular,,"""Stop worrying""","""Be less self-critical""","""Stop analyzing everything""","""There is no need to doubt yourself"""
862,RU,"Ты не понимаешь людей, которые...",Priorities,message,message,vertical_options,regular,,Хотят казаться идеальными,Постоянно заняты,Требуют к себе особого отношения,
,EN,You don’t understand people who...,Priorities,message,message,vertical_options,regular,,Want to be perfect,Constantly busy,Require special treatment,
863,RU,Какого опыта никогда не было в твоей жизни?,Priorities,message,message,vertical_options,regular,,Работы с психотерапевтом,Эмоционального выгорания,Финансовой неудачи,Затрудняюсь ответить
,EN,What experience has never been in your life?,Priorities,message,message,vertical_options,regular,,Work with a psychotherapist,Emotional burnout,Financial failure,Difficult to answer
864,Ru ,"Тебе нравится, когда другие люди...",Relations,message,message,two_horizontal_options,,,Ухаживают за тобой,Оставляют тебя в покое,,
,EN,You like it when other people...,Relations,message,message,two_horizontal_options,,,Take care of you,Leave you alone,,
865,RU,"Чему, на твой взгляд, должен научиться любой человек?",Priorities,message,message,vertical_options,regular,,"Делать паузу, чтобы суметь взглянуть шире на проблему","Отвлекаться, чтобы потом вернуться к работе с новыми силами",Перестать судить себя слишком строго,
,EN,What should every person learn?,Priorities,message,message,vertical_options,regular,,Pause to be able to look wider at the problem,Distract to then return to work with new forces,Stop judging yourself too strict,
866,RU,"Представь, что тебя на танец пригласил человек, который тебе не нравится. Как поступишь?",Priorities,message,message,vertical_options,regular,,Вежливо откажусь,"Притворюсь, что говорю на другом языке и его не понимаю",Приму приглашение Зачем грубить?,Откажусь и посмеюсь над ситуацией
,EN,Imagine that you were invited to a dance that you don’t like. What will you do?,Priorities,message,message,vertical_options,regular,,I will politely refuse,Pretend I speak another language and don't understand ,I will accept an invitation Why be rude?,I will refuse and laugh at the situation
867,RU,Для тебя жизнь в полной мере обретает смысл при условии…,Priorities,message,message,vertical_options,regular,,"Успеха в деле, которое я считаю своим",Создания прочного брака и крепкой семьи,Когда я здоров и бодр,Другое
,EN,Life makes sense for you if...,Priorities,message,message,vertical_options,regular,,Success in what I consider mine,Building strong marriage and family,When I'm healthy and vigorous,Other
868,RU,"Приезжая в незнакомый город, ты непременно…",Priorities,message,message,vertical_options,regular,,Читаю все попадающиеся под руку путеводители,Изучаю местные блюда и промыслы,"Хочу скорее все попробовать, все испытать",
,EN,Arriving in an unfamiliar city you are certainly...,Priorities,message,message,vertical_options,regular,,Read every guidebook that comes to hand,Study local dishes and crafts,Want to try everything soon,
869,RU,Лучший способ выпустить пар - это...,Priorities,message,message,vertical_options,regular,,"Выпить чашечку кофе или чая, размышляя","Посмотреть боевик, поиграть в видеоигры",Поплакать и дать волю эмоциям,Просто прилечь и расслабиться
,EN,The best way to let off steam is...,Priorities,message,message,vertical_options,regular,,Drink a cup of coffee or tea and think,"Watch an action movie, play video games",Cry and give free rein to emotions,Just lie down and relax
870,RU,"Что ты обычно делаешь, когда попадаешь в неловкую ситуацию?",Priorities,message,message,vertical_options,regular,,"Делаю вид, что ничего не произошло",Резко высказываюсь,Стараюсь не разрыдаться при всех,Хочу быстрее забыть про нее и отвлечься
,EN,What do you usually do when you get into an awkward situation?,Priorities,message,message,vertical_options,regular,,Pretend that nothing happened,Speak out sharply,Try not to cry in front of everyone,Want to quickly forget about it and get distracted
871,RU,Ты случайно натыкаешься на мелодраму по ТВ. Чего тебе сразу захотелось?,Interests,message,message,two_horizontal_options,,Detailed,Достать бумажные платочки,Переключить канал,,
,EN,You accidentally stumbled on the melodrama on TV. What did you want right away?,Interests,message,message,two_horizontal_options,,Detailed,Get paper handkerchiefs,Switch the channel,,
872,RU,"Важно ли тебе, чтобы родители тобой гордились?",Priorities,message,message,vertical_options,regular,,Да,Нейтрально,Нет,
,EN,Is it important for you that your parents are proud of you?,Priorities,message,message,vertical_options,regular,,Yes,Neutral,No,
873,RU,"Легко ли тебе переходить на ""ты"" в общении с людьми?",Priorities,message,message,vertical_options,regular,,Не представляет никаких трудностей,Довольно просто,Достаточно тяжело,Зависит от ситуации
,EN,Is it easy for you to get close with people?,Priorities,message,message,vertical_options,regular,,No difficulties,Pretty simple,It is quite difficult,Depends on the situation
874,RU,Как охарактеризуешь свой ночной сон?,Priorities,message,message,two_horizontal_options,,Detailed,Беспокойный,Глубокий и спокойный,,
,EN,How would you describe your night sleep?,Priorities,message,message,two_horizontal_options,,Detailed,Restless,Deep and calm,,
875,RU,Как на тебя влияет стресс?,Priorities,message,message,vertical_options,regular,,Стимулирует,Парализует,"Никак, умею держать себя в руках",
,EN,How does stress affect you?,Priorities,message,message,vertical_options,regular,,Stimulates,Paralyzes,"No way, I can hold myself in my hands",
876,RU,Следишь за светской жизнью?,Interests,message,message,vertical_options,regular,,Иногда читаю новости о звездах,"Постоянно, хочу оставаться в курсе всех событий","Нет, какое-то бесполезное занятие",
,EN,Do you follow social life?,Interests,message,message,vertical_options,regular,,Sometimes I read news about stars,"Constantly, I want to keep up with all the events","No, it's useless",
877,RU,Что тебя больше всего бесит?,Priorities,message,message,vertical_options,regular,,Нестабильность мира вокруг,Лишний вес,"То, что меня никто не понимает",Редко удается показать себя во всей красе
,EN,What annoys you the most?,Priorities,message,message,vertical_options,regular,,The instability of the world around,Excess weight,The fact that no one understands me,I can rare show me in all my glory
878,RU,Без тебя мир был бы…,Priorities,message,message,vertical_options,regular,,Чересчур непредсказуемым,Не таким крутым и увлекательным,Более спокойным,Лишен частички красоты
,EN,Without you the world would be...,Priorities,message,message,vertical_options,regular,,Too unpredictable,Not so cool and exciting,More calm,Without a piece of beauty
879,RU,"Кому позвонишь, если захочешь выговориться?",Priorities,message,message,vertical_options,regular,,Возлюбленному,Лучшему другу или подруге,Родным,Никому
,EN,Who will you call if you want to speak out?,Priorities,message,message,vertical_options,regular,,Beloved,Best friend,Family,Nobody
880,RU,Ты разборчивый человек в еде?,Priorities,message,message,vertical_options,regular,,Я настоящая привереда!,"Кое-что не ем, а так ем практически все","Нет, ем всё",
,EN,Are you picky about food?,Priorities,message,message,vertical_options,regular,,I'm a real picky!,I don’t eat something but I almost omnivorous,"No, I eat everything",
881,RU,Умеешь ждать?,Priorities,message,message,vertical_options,regular,,Разумеется,"Нетерпеливо, но умею","Нет, всегда сгораю от нетерпения",
,EN,Can you wait?,Priorities,message,message,vertical_options,regular,,Of course,"Impatiently, but I can","No, I always burn with impatience",
882,RU,Предпочитаешь делать что-то полезное или что-то приятное?,Rational/Irrational,message,message,vertical_options,regular,,Лучше приятное,Голосую за пользу,"Совмещать и то, и другое",
,EN,Do you prefer to do something useful or something pleasant?,Rational/Irrational,message,message,vertical_options,regular,,Better pleasant,I vote for useful,Combine both,
883,RU,Любишь при возможности напомнить человеку про его ошибку в прошлом?,Relations,message,message,vertical_options,regular,,Люблю Он сам виноват,Бывает,"Нет, это ведь даже неловко",
,EN,Do you like to remind a person about his mistake in the past?,Relations,message,message,vertical_options,regular,,I love it ,It happens,"No, it's even embarrassing",
884,RU,Чтобы с тобой помириться…,Relations,message,message,vertical_options,regular,,Нужно очень постараться,Желательно просто со мной не ссориться,"Можно просто спросить ""Мир?"" и я отвечу согласием",
,EN,To make peace with you...,Relations,message,message,vertical_options,regular,,Need to try very hard,It is desirable not to quarrel with me,"Just ask the ""peace?"" And I will answer the consent",
885,RU,Что для тебя прощение?,Relations,message,message,vertical_options,regular,,Полезная и исцеляющая вещь,"То, что нужно обеим сторонам конфликта",Признак слабости,Затрудняюсь ответить
,EN,What is forgiveness for you?,Relations,message,message,vertical_options,regular,,Useful and healing thing,What both sides of the conflict need,A sign of weakness,Difficult to answer
886,RU,За что тебя ценят в семье?,Priorities,message,message,vertical_options,regular,,За мою изобретательность,За мою целеустремленность,За мою мудрость,За моё чувство юмора
,EN,Why are you appreciated in the family?,Priorities,message,message,vertical_options,regular,,For my ingenuity,For my determination,For my wisdom,For my sense of humor
887,RU,"Любишь, когда тебя хвалят?",Priorities,message,message,vertical_options,regular,,Конечно!,Меня это смущает,Равнодушна к похвале,Предпочитаю похвалу в материальном эквиваленте
,EN,Do you like when you are praised?,Priorities,message,message,vertical_options,regular,,Of course!,It confuses me,Indifferent to praise,I prefer praise in material equivalent
888,RU,Как складываются твои отношения с деньгами?,Priorities,message,message,vertical_options,regular,,"Прекрасно, я профи в этом деле",Не очень хорошо,Не заморачиваюсь с финансовыми вопросами,Затрудняюсь ответить
,EN,How is your relationship with money?,Priorities,message,message,vertical_options,regular,,"Great, I'm a pro at this",Not very good,I don't bother with financial issues,Difficult to answer
889,RU,Какой ты видишь свою личную жизнь через 10 лет?,Relations,message,message,vertical_options,regular,,"Есть партнер, но мы пока не женаты","Я в отношениях, но они не особо серьезные","Я уже состою в браке, есть дети",Я свободный человек
,EN,How do you see your personal life in 10 years?,Relations,message,message,vertical_options,regular,,There is a partner but we are not yet married,I'm in a relationship but they are not very serious,I'm already married there are children,I'm free
890,Ru ,"Когда ты испытываешь влюблённость, ты имеешь склонность...",Relations,message,message,vertical_options,regular,,Не терять здравый рассудок,Жить моментом и ни о чем не думать,Полностью отдаваться отношениям,Относиться к некоторым вещам несерьезно
,EN,"When you're in love, you tend to...",Relations,message,message,vertical_options,regular,,Don't lose good mind,Live and don’t think about anything,Completely surrender to relationships,Take some things frivolously
891,RU,Часто кричишь на кого-нибудь?,Elements,message,message,vertical_options,regular,,Довольно часто,Иногда срываюсь,Не кричу,
,EN,Do you often yell at someone?,Elements,message,message,vertical_options,regular,,Often,Sometimes I break off,I don't yell,
892,RU,Можешь наговорить лишнего на эмоциях?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Can you talk too much on emotions?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Yes,No ,,
893,RU,Эмоции — это то…,Priorities,message,message,vertical_options,regular,,На что я имею полное право,Что иногда надо бы скрывать,,
,EN,Emotions are...,Priorities,message,message,vertical_options,regular,,What I have every right to,That sometimes you need to hide,,
894,RU,Что с тобой обычно случается во сне?,Priorities,message,message,vertical_options,regular,,Попадаю в необычные ситуации,Я не запоминаю сны,Я постоянно становлюсь жертвой,Что-то непонятное
,EN,What usually happens to you in your dreams?,Priorities,message,message,vertical_options,regular,,I get into unusual situations,I don't remember dreams,I'm constantly becoming a victim,Something strange
895,RU,Тебе снятся одни и те же сны?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you have the same dreams?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Yes,No,,
896,RU,Тебе сделали замечание о плохо выполненной работе. Как отреагируешь?,Elements,message,message,vertical_options,regular,,Мне станет обидно,Самооценка упадет,Сделаю выводы и постараюсь выполнить лучше,Затрудняюсь ответить
,EN,You've been reprimanded for a well done job. How do you react?,Elements,message,message,vertical_options,regular,,I will be embarrassed,Self esteem will drop,Draw conclusions and try to fulfill better,Difficult to answer
897,RU,"Тебя обвинили в том, где нет твоей вины. Что думаешь?",Priorities,message,message,vertical_options,regular,,"Не удивлюсь, люди нередко поступают нечестно",Что никак не могу защититься,Что легко докажу свою правоту,
,EN,You were accused of what you didn’t d. What do you think?,Priorities,message,message,vertical_options,regular,,"It is not a surpris, people often act dishonestly",I just can't protect myself,I can easily prove my case,
898,RU,Быть самокритичным - это...,Priorities,message,message,vertical_options,regular,,Здоровое отношение к себе,Поиск собственных недостатков,Бесполезный навык,Затрудняюсь ответить
,EN,To be self -critical is...,Priorities,message,message,vertical_options,regular,,Healthy attitude to yourself,Search for your own shortcomings,Useless skill,Difficult to answer
899,RU,Ты человек скрытный?,Priorities,message,message,vertical_options,regular,,"Не скрытный, а загадочный",Бывает иногда,У меня душа нараспашку,
,EN,Are you a secretive person?,Priorities,message,message,vertical_options,regular,,"Not secretive, but mysterious",Sometimes it happens,My soul is wide open,
900,RU,Ты считаешь себя сложным человеком?,Priorities,message,message,vertical_options,regular,,"Да, у меня богатый внутренний мир","Я кажусь простым, но не тут-то было",Я простой и свойский,Затрудняюсь ответить
,EN,Do you consider yourself a difficult person?,Priorities,message,message,vertical_options,regular,,"Yes, I have a rich inner world","I seem simple, but it wasn't there",I am simple and open,Difficult to answer
901,RU,Чувствуешь тягу к роскоши?,Priorities,message,message,vertical_options,regular,,Хотелось бы в ней купаться!,"Не к роскоши, но к комфорту",Аскеза — наше все,
,EN,Do you feel the craving for luxury?,Priorities,message,message,vertical_options,regular,,I would like to swim in it!,"Not to luxury, but for comfort",Asceticism is my everything,
902,RU,Твоё жизненное кредо?,Priorities,message,message,vertical_options,regular,,Сближать и объединять,Вдохновлять и влюблять,Быть в нужном месте в нужное время,
,EN,What is your life credo?,Priorities,message,message,vertical_options,regular,,Bring together and unite,Inspire and fall in love,Be in the right place at the right time,
903,RU,Сегодня вечером у тебя дома собираются друзья. Что ты им приготовишь?,Priorities,message,message,vertical_options,regular,,Моё фирменное блюдо,Пиццу,Друзья принесут еду сами,
,EN,Friends gather at your home tonight. What will you cook them?,Priorities,message,message,vertical_options,regular,,My corporate dish,Pizza,Friends will bring food themselves,
904,RU,Как ты себя чувствуешь перед первым свиданием?,Priorities,message,message,vertical_options,regular,,Волнуюсь,Спокойно,Затрудняюсь ответить,
,EN,How do you feel before the first date?,Priorities,message,message,vertical_options,regular,,Worried,Calmly,Difficult to answer,
905,RU,Ты ни дня не проживешь без…,Priorities,message,message,vertical_options,regular,,Хорошего настроения,Хорошей шутейки,Хорошей книги,Затрудняюсь ответить
,EN,You will not live a day without...,Priorities,message,message,vertical_options,regular,,Good mood,Good jokes,Good book,Difficult to answer
906,RU,Любишь интриги?,Priorities,message,message,vertical_options,regular,,"Да, есть в них что-то волнующее","Нет, но постоянно оказываюсь в них попадаю",Затрудняюсь ответить,
,EN,Do you like intrigues?,Priorities,message,message,vertical_options,regular,,"Yes, there is something exciting in them","No, but I always drawn into them",Difficult to answer,
907,RU,Есть ли у тебя враги?,Relations,message,message,vertical_options,regular,,"О да, я умею их наживать","Есть, и весьма серьезные","Кажется, нет",Есть просто недоброжелатели
,EN,Do you have enemies?,Relations,message,message,vertical_options,regular,,"Oh yes, I can make them","Yes, very serious",It seems not,There are just ill-wishers
908,RU,"Что ты чувствуешь, когда тебя назначают главным в каком-либо проекте?",Priorities,message,message,vertical_options,regular,,Я горжусь собой,Я чувствую себя ответственным,Встревожено,Затрудняюсь ответить
,EN,How do you feel when you are appointed the head of a project?,Priorities,message,message,vertical_options,regular,,Proud of myself,Feel responsible,Alarmed,Difficult to answer
909,RU,"Считаешь ли ты, что другие люди удачливее тебя?",Priorities,message,message,vertical_options,regular,,"Нет, я везунчик по жизни","Да, безусловно",Удача? Ее не существует,Затрудняюсь ответить
,EN,Do you think that other people are more successful than you?,Priorities,message,message,vertical_options,regular,,"No, I'm lucky in life","Yes, I'm sure this",Luck? It does not exist,Difficult to answer
910,RU,О чем ты думаешь перед сном?,Priorities,message,message,vertical_options,regular,,О хороших моментах за день,О неопределенности завтрашнего дня,О накопившихся проблемах,
,EN,What do you think before going to bed?,Priorities,message,message,vertical_options,regular,,About the good moments of the day,About the uncertainty of tomorrow,About accumulated problems,
911,RU,Занимаешься ли ты благотворительностью?,Priorities,message,message,vertical_options,regular,,"Да, мне важно помогать людям","Нет, у меня сейчас нет ресурса помогать другим",Нет и не собираюсь,
,EN,Have you ever done charity?,Priorities,message,message,vertical_options,regular,,"Yes, it is important for me to help people","No, I have no resource now help others",No and not gonna,
912,RU,"Есть ли у тебя мечта или идея, которой ты горишь?",Priorities,message,message,vertical_options,regular,,"Да, даже несколько","Да, но у меня нет уверенности, что смогу ее реализовать","Нет, я просто живу день за днем",Я не понимаю свои желания
,EN,Do you have a dream or an idea that you are hiding?,Priorities,message,message,vertical_options,regular,,"Yes, even a few","Yes, but I'm not sure that I can realize it","No, I just live day after day",I don't understand my desires
913,RU,Чего тебе особенно не хватает прямо сейчас?,Priorities,message,message,vertical_options,regular,,Сна и отдыха,Чего-то новенького и необычного,Острых ощущений,Всего хватает
,EN,What are you especially missing right now?,Priorities,message,message,vertical_options,regular,,Sleep and rest,Something new and unusual,Thrill,All is enough
914,RU,"Нет ничего интереснее, чем…",Priorities,message,message,vertical_options,regular,,Спортивные состязания,Очередное путешествие,Задушевные разговоры,Самовыражение через творчество
,EN,There is nothing more interesting than...,Priorities,message,message,vertical_options,regular,,Sports,Another journey,Sincere conversations,Self-expression through creativity
915,RU,"Что ты чувствуешь, когда отказываешь кому-нибудь?",Priorities,message,message,vertical_options,regular,,Всегда жутко неловко и стыдно,Смотря кому и в чем отказываю,Ничего,
,EN,What do you feel when you refuse someone?,Priorities,message,message,vertical_options,regular,,Always terribly embarrassed ,Depending on whom and what I refuse,Nothing,
916,Ru ,Можешь ли ты назвать себя эгоистом?,Priorities,message,message,vertical_options,regular,,"Да, но в пределах разумного","Очень стараюсь почаще думать о себе, но пока получается с трудом",Меня это не особенно волнует,"Нет, я точно не эгоист"
,EN,Can you call yourself an egoist?,Priorities,message,message,vertical_options,regular,,"Yes, but within the limits of reasonable",I try to think about myself more often but it is difficult,This does not particularly bother me,"No, I'm definitely not a selfish"
917,RU,Ты не выносишь общества...,Priorities,message,message,vertical_options,regular,,Чрезмерно обидчивых людей,Черствых и бескомпромиссных людей,"Обычных, простых людей",Демагогов
,EN,Self-expression through creativity,Priorities,message,message,vertical_options,regular,,Excessively touchy people,Callous and uncompromising people,Ordinary people,Demagogues
918,RU,Ты чаще всего притягиваешь к себе...,Relations,message,message,vertical_options,regular,,Болтунов,Сверхэмоциональных людей,Мятежников и революционеров,Уверенных в себе людей
,EN,You noticed that you most often attract...,Relations,message,message,vertical_options,regular,,talkers,Super-emotional people,Rebels and revolutionaries,Confident people
919,RU,Долгое неторопливое утро для тебя — это...,Rational/Irrational,message,message,two_horizontal_options,,Detailed,Залог хорошего дня,Потеря самого продуктивного времени,,
,EN,A long leisurely morning for you is...,Rational/Irrational,message,message,two_horizontal_options,,Detailed,The key to a good day,Loss of the most productive time,,
920,RU,Когда тебя спрашивают о будущем...,Priorities,message,message,vertical_options,regular,,Ты ощущаешь спокойствие и доверяешь жизни,Ты говоришь о нем с опаской,Эта тема пугает тебя до смерти,
,EN,When you are asked about the future...,Priorities,message,message,vertical_options,regular,,You are calm trust life,You are talking about it cautiously,This topic scares you to death,
921,RU,В подростковом возрасте тебя знали как…,Priorities,message,message,vertical_options,regular,,Предводителя банды,Человека-невидимку,Белую ворону,Обычного подростка
,EN,"As a teenager, were you...",Priorities,message,message,vertical_options,regular,,The leader of the gang,Invisible man,White crow,Ordinary teenager
922,RU,Что стало бы для тебя самым сильным разочарованием?,Priorities,message,message,vertical_options,regular,,Жить без возможности наслаждаться природой,Не иметь возможности помочь нуждающемуся,Быть лишенным возможности читать и думать,Не иметь возможности быть в одиночестве
,EN,What would become the most powerful disappointment for you?,Priorities,message,message,vertical_options,regular,,Live without the opportunity to enjoy nature,Not be able to help the needy,Being unable to read and think,Not be able to be alone
923,RU,В какой роли ты чувствуешь себя лучше всего?,Priorities,message,message,vertical_options,regular,,"В роли того, кто успокаивает","В роли того, кто побуждает других к действию","В роли того, кто объясняет","В роли того, кто слушает"
,EN,What role do you feel best in?,Priorities,message,message,vertical_options,regular,,The one who soothes,One who encourages others to action,One who explains,One who listens
924,RU,"Когда ты лежишь на кровати, ничего не делая, то...",Priorities,message,message,vertical_options,regular,,Чувствую себя виноватым,Думаю о повседневных заботах,Мечтаю,Разрешаю себе отдохнуть
,EN,"When I watch TV and lie on the bed doing nothing, then...",Priorities,message,message,vertical_options,regular,,Feel guilty,Think about everyday worries,Dream,Allow myself to relax
925,RU,Каким для тебя был процесс обучения в прошлом?,Priorities,message,message,vertical_options,regular,,Сложным,Воодушевляющим,Спокойным,Разным
,EN,What was the learning process like for you in the past?,Priorities,message,message,vertical_options,regular,,Complex,Inspiring,Calm,Different
926,RU,Какую самую сильную сторону характера передали тебе родители?,Priorities,message,message,vertical_options,regular,,Целеустремленность,Умение слушаться,Доброжелательность,Ничего особенного
,EN,What is the strongest side of your character you inherited from your parents?,Priorities,message,message,vertical_options,regular,,Determination,The ability to obey,Goodwill,Nothing special
927,RU,Для тебя партнер — это в первую очередь...,Relations,message,message,vertical_options,regular,,"Человек, который посодействует моему успеху",Постоянный источник восхищения,"Мой ""спасательный круг""",Мой компас: за ним я последую везде
,EN,Your partner is first and foremost...,Relations,message,message,vertical_options,regular,,A person who provides my success,A constant source of admiration,My lifeline,My compass: I will follow him everywhere
928,RU,Во время отпуска ты предпочтёшь…,Interests,message,message,vertical_options,regular,,Отправиться в необычное место,Увидеть диких животных,Побывать в походе,Прогуляться по городу
,EN,During my vacation I would like to…,Interests,message,message,vertical_options,regular,,Go to an unusual place,See wild animals,Visit the campaign,Walk around the city
929,RU,Какой гарнир ты предпочитаешь?,Priorities,message,message,vertical_options,regular,,Рис,"Кукуруза",Картошка,Брокколи
,EN,Which side dish do you prefer?,Priorities,message,message,vertical_options,regular,,Rice,Corn,Potatoes,Broccoli
930,RU,Сможешь ли ты работать воспитателем в детском саду?,Priorities,message,message,vertical_options,regular,,Легко!,Мне наверняка очень бы это понравилось,Я не очень хорошо лажу с детьми,Ни за что
,EN,Could you be a kindergarten teacher?,Priorities,message,message,vertical_options,regular,,Easily!,I probably would like it very much,I don't get along with children very well,Never
931,RU,У тебя есть музыкальный талант?,Priorities,message,message,vertical_options,regular,,Я отлично пою в душе,Я играю на музыкальном инструменте,Я – повелитель караоке!,Мне нравится просто слушать музыку
,EN,Do you have a musical talent?,Priorities,message,message,vertical_options,regular,,Sing great in the shower,Play a musical instrument,I'm the lord of karaoke!,I just like to listen to music
932,RU,"Принимая решения, ты больше полагаешься на разум или сердце?",Rational/Irrational,message,message,vertical_options,regular,,Я слушаю внутренний голос,Я доверяю своему сердцу,Я стараюсь сохранять баланс,Я всегда думаю головой
,EN,Do you rely more on your mind or your heart making decisions?,Rational/Irrational,message,message,vertical_options,regular,,Listen to my inner voice,Trust my heart,Try to keep balance,Always think with my head
933,RU,С каким животным ты себя больше ассоциируешь?,Priorities,message,message,vertical_options,regular,,Петух,Кошка,Черепаха,Змея
,EN,What animals do you associate yourself with?,Priorities,message,message,vertical_options,regular,,Rooster,Cat,Turtle,Snake
934,RU,Чтобы добиться желаемых целей...,Priorities,message,message,vertical_options,regular,,Все методы хороши,Нужно уметь импровизировать,Нужны хорошие финансовые вложения,"Нужно, чтобы меня оценили по достоинству"
,EN,To achieve the desired goals...,Priorities,message,message,vertical_options,regular,,All methods are good,Must be able to improvise,Need good financial investments,Need to be appreciated
935,RU,Какой спорт вдохновляет тебя больше всего?,Interests,message,message,vertical_options,regular,,Шахматы,Бег,Верховая езда,Футбол
,EN,What sport inspires you the most?,Interests,message,message,vertical_options,regular,,Chess,Run,Horseback riding,Football
936,RU,В любви ни в коем случае нельзя...,Relations,message,message,vertical_options,regular,,Слишком сильно увлекаться,Позволять себе погрязнуть в рутине,Отдаваться отношениям полностью,Терять свою индивидуальность
,EN,"In love, you can never...",Relations,message,message,vertical_options,regular,,Get too carried away,Allow yourself to be bent in a routine,Give yourself completely to the relations,Lose your personality
937,RU,Тебя воодушевляют новые эксперименты?,Rational/Irrational,message,message,vertical_options,regular,,Да,Нет,Затрудняюсь ответить,
,EN,Are you inspired by new experiments?,Rational/Irrational,message,message,vertical_options,regular,,Yes,No,Difficult to answer,
938,RU,У тебя легкий и покладистый характер?,Priorities,message,message,vertical_options,regular,,Да,Нет,50/50,
,EN,Do you have a light and flexible character?,Priorities,message,message,vertical_options,regular,,Yes,No,50/50,
